Industry Title,SIC Code,Company Name,cityba,zipba,Industry_Encoded,City_Encoded,Cluster
PHARMACEUTICAL PREPARATIONS,2834.0,Inventiva S.A.,DAIX,21121,204,340,1
FINANCE SERVICES,6199.0,SECURITY NATIONAL FINANCIAL CORP,SALT LAKE CITY,84157,86,1183,4
MORTGAGE BANKERS & LOAN CORRESPONDENTS,6162.0,ONITY GROUP INC.,WEST PALM BEACH,33409,168,1477,0
STATE COMMERCIAL BANKS,6022.0,"FVCBankcorp, Inc.",FAIRFAX,22030,334,453,1
PHARMACEUTICAL PREPARATIONS,2834.0,"PRECIGEN, INC.",GERMANTOWN,20876,204,518,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,aTYR PHARMA INC,SAN DIEGO,92121,22,1187,4
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,"James River Group Holdings, Ltd.",PEMBROKE,HM 08,87,1057,4
REAL ESTATE,6500.0,Seritage Growth Properties,NEW YORK,10110,230,956,0
PHARMACEUTICAL PREPARATIONS,2834.0,OMEROS CORP,SEATTLE,98119,204,1227,0
STATE COMMERCIAL BANKS,6022.0,NORWOOD FINANCIAL CORP,HONESDALE,18431,334,627,1
LIFE INSURANCE,6311.0,"CITIZENS, INC.",AUSTIN,78758,135,68,2
PHARMACEUTICAL PREPARATIONS,2834.0,"Lyell Immunopharma, Inc.",SOUTH SAN FRANCISCO,94080,204,1276,0
"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036.0,Blue Foundry Bancorp,RUTHERFORD,7070,267,1167,3
STATE COMMERCIAL BANKS,6022.0,CHEMUNG FINANCIAL CORP,ELMIRA,14902,334,432,1
REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,6510.0,AMERICAN REALTY INVESTORS INC,DALLAS,75234,233,341,1
"RETAIL-RETAIL STORES, NEC",5990.0,High Tide Inc.,"CALGARY, AB",T3K 2M4,259,202,1
BITUMINOUS COAL & LIGNITE SURFACE MINING,1221.0,NACCO INDUSTRIES INC,CLEVELAND,44124-4069,24,290,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Poseida Therapeutics, Inc.",SAN DIEGO,92121,22,1187,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Red Cat Holdings, Inc.",SAN JUAN,00901-2510,319,1192,3
STATE COMMERCIAL BANKS,6022.0,"Bankwell Financial Group, Inc.",NEW CANAAN,6840,334,946,3
PHARMACEUTICAL PREPARATIONS,2834.0,MACROGENICS INC,ROCKVILLE,20850,204,1146,0
PHARMACEUTICAL PREPARATIONS,2834.0,"Mersana Therapeutics, Inc.",CAMBRIDGE,2139,204,208,1
PHARMACEUTICAL PREPARATIONS,2834.0,"OnKure Therapeutics, Inc.",IRVINE,92612,204,653,1
PHARMACEUTICAL PREPARATIONS,2834.0,"2seventy bio, Inc.",CAMBRIDGE,2210,204,208,1
TRANSPORTATION SERVICES,4700.0,ModivCare Inc,DENVER,80237,351,363,1
STATE COMMERCIAL BANKS,6022.0,MIDDLEFIELD BANC CORP,MIDDLEFILED,44062-9263,334,857,3
NATIONAL COMMERCIAL BANKS,6021.0,LCNB CORP,LEBANON,45036,174,737,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,Braemar Hotels & Resorts Inc.,DALLAS,75254,232,341,1
SERVICES-HELP SUPPLY SERVICES,7363.0,"TrueBlue, Inc.",TACOMA,98402,299,1332,3
PHARMACEUTICAL PREPARATIONS,2834.0,XBiotech Inc.,AUSTIN,78744,204,68,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Compass Therapeutics, Inc.",BOSTON,2135,22,154,2
STATE COMMERCIAL BANKS,6022.0,Oak Valley Bancorp,OAKDALE,95361,334,1000,3
GOLD AND SILVER ORES,1040.0,RARE ELEMENT RESOURCES LTD,LITTLETON,80127,102,761,2
PHARMACEUTICAL PREPARATIONS,2834.0,ESSA Pharma Inc.,VANCOUVER,V5Z 1K5,204,1403,0
PHARMACEUTICAL PREPARATIONS,2834.0,PepGen Inc.,BOSTON,2210,204,154,1
FINANCE SERVICES,6199.0,MEDALLION FINANCIAL CORP,NEW YORK,10022,86,956,4
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,NOVONIX Ltd,BRISBANE,4000,156,171,2
STATE COMMERCIAL BANKS,6022.0,Finwise Bancorp,MURRAY,84107,334,920,3
RETAIL-EATING PLACES,5812.0,POTBELLY CORP,CHICAGO,60606,246,272,1
REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,6510.0,XChange TEC.INC,"XUHUI, SHANGHAI",200032,233,1541,0
PHARMACEUTICAL PREPARATIONS,2834.0,NEKTAR THERAPEUTICS,SAN FRANCISCO,94158,204,1189,0
NATIONAL COMMERCIAL BANKS,6021.0,EVANS BANCORP INC,HAMBURG,14075,174,566,2
REAL ESTATE INVESTMENT TRUSTS,6798.0,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,DALLAS,75201,232,341,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Porch Group, Inc.",SEATTLE,98104,319,1227,3
MOTOR VEHICLE PARTS & ACCESSORIES,3714.0,Cooper-Standard Holdings Inc.,NORTHVILLE,48168,170,988,0
GOLD AND SILVER ORES,1040.0,"Idaho Strategic Resources, Inc.",COEUR D'ALENE,83814,102,296,2
BEVERAGES,2080.0,BRC Inc.,SALT LAKE CITY,84101,21,1183,4
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,UTAH MEDICAL PRODUCTS INC,MIDVALE,84047,340,862,3
STATE COMMERCIAL BANKS,6022.0,OP Bancorp,LOS ANGELES,90017,334,779,3
"ELECTRONIC COMPONENTS, NEC",3679.0,"MICROVISION, INC.",REDMOND,98052,76,1117,4
PHARMACEUTICAL PREPARATIONS,2834.0,"Eton Pharmaceuticals, Inc.",DEER PARK,60010-7278,204,354,1
PHARMACEUTICAL PREPARATIONS,2834.0,"Trevi Therapeutics, Inc.",NEW HAVEN,6510,204,948,0
MISCELLANEOUS TRANSPORTATION EQUIPMENT,3790.0,Wallbox N.V.,BARCELONA,8038,166,83,1
INDUSTRIAL ORGANIC CHEMICALS,2860.0,"CODEXIS, INC.",REDWOOD CITY,94063,120,1118,4
PHARMACEUTICAL PREPARATIONS,2834.0,"Nkarta, Inc.",SOUTH SAN FRANCISCO,94080,204,1276,0
BLANK CHECKS,6770.0,Investcorp Europe Acquisition Corp I,GEORGE TOWN,KY1-1102,25,515,2
HAZARDOUS WASTE MANAGEMENT,4955.0,PERMA FIX ENVIRONMENTAL SERVICES INC,ATLANTA,30350,105,61,2
WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,5084.0,ALTA EQUIPMENT GROUP INC.,LIVONIA,48150,375,765,3
REAL ESTATE INVESTMENT TRUSTS,6798.0,"AG Mortgage Investment Trust, Inc.",NEW YORK,10167,232,956,0
COMMODITY CONTRACTS BROKERS & DEALERS,6221.0,INVESCO DB BASE METALS FUND,DOWNERS GROVE,60515,43,380,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Instil Bio, Inc.",DALLAS,75219,22,341,2
"SERVICES-BUSINESS SERVICES, NEC",7389.0,Akso Health Group,BEIJING,100020,280,105,1
"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",6200.0,"Forge Global Holdings, Inc.",SAN FRANCISCO,94105,271,1189,3
MOTORS & GENERATORS,3621.0,374Water Inc.,DURHAM,27701,173,400,1
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,"Solid Power, Inc.",LOUISVILLE,80027,156,782,0
TELEVISION BROADCASTING STATIONS,4833.0,ENTRAVISION COMMUNICATIONS CORP,SANTA MONICA,90404,345,1205,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Pyxis Oncology, Inc.",CAMBRIDGE,2140,204,208,1
METAL MINING,1000.0,Western Copper & Gold Corp,VANCOUVER,V6E 3Z3,147,1403,0
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,"Cardlytics, Inc.",ATLANTA,30308,286,61,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,Orion Office REIT Inc.,PHOENIX,85016,232,1067,0
"OIL & GAS FIELD SERVICES, NEC",1389.0,"MAMMOTH ENERGY SERVICES, INC.",OKLAHOMA CITY,73134,185,1008,0
COMMODITY CONTRACTS BROKERS & DEALERS,6221.0,Invesco DB Precious Metals Fund,DOWNERS GROVE,60515,43,380,2
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,D-Wave Quantum Inc.,BURNABY,V5G4M9,284,193,1
STATE COMMERCIAL BANKS,6022.0,"BLUE RIDGE BANKSHARES, INC.",LURAY,22835,334,787,3
NATIONAL COMMERCIAL BANKS,6021.0,Virginia National Bankshares Corp,CHARLOTTESVILLE,22911,174,255,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Solid Biosciences Inc.,CHARLESTOWN,2129,22,253,2
REAL ESTATE,6500.0,"Angel Oak Mortgage REIT, Inc.",ATLANTA,30326,230,61,1
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,Outbrain Inc.,NEW YORK,10011,286,956,3
WATER TRANSPORTATION,4400.0,KNOT Offshore Partners LP,ABERDEEN,AB15 4YB,359,10,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,"City Office REIT, Inc.",VANCOUVER,V6C 2X8,232,1403,0
PHARMACEUTICAL PREPARATIONS,2834.0,"LIFECORE BIOMEDICAL, INC. \DE\",CHASKA,55318,204,256,1
"HEATING EQUIPMENT, EXCEPT ELECTRIC & WARM AIR FURNACES",3433.0,"Babcock & Wilcox Enterprises, Inc.",AKRON,44305,107,20,2
SERVICES-ADVERTISING,7310.0,TRAVELZOO,NEW YORK,10022,274,956,3
NATURAL GAS TRANSMISISON & DISTRIBUTION,4923.0,RGC RESOURCES INC,ROANOKE,24016,176,1138,0
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,TUCOWS INC /PA/,TORONTO,M6K 3M1,284,1369,3
"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035.0,BCB BANCORP INC,BAYONNE,7002,266,97,1
WHOLESALE-METALS SERVICE CENTERS & OFFICES,5051.0,FOSTER L B CO,PITTSBURGH,15220,382,1071,3
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,"Semler Scientific, Inc.",SANTA CLARA,95051,72,1202,4
"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842.0,Inogen Inc,GOLETA,93117,193,531,1
PHARMACEUTICAL PREPARATIONS,2834.0,scPharmaceuticals Inc.,BURLINGTON,1803,204,192,1
METAL MINING,1000.0,EMX Royalty Corp,VANCOUVER,V6C 1X8,147,1403,0
STATE COMMERCIAL BANKS,6022.0,Investar Holding Corp,BATON ROUGE,70816,334,92,1
PHARMACEUTICAL PREPARATIONS,2834.0,Benitec Biopharma Inc.,HAYWARD,94545,204,590,1
STATE COMMERCIAL BANKS,6022.0,"First Financial Northwest, Inc.",RENTON,98057,334,1121,3
STATE COMMERCIAL BANKS,6022.0,PENNS WOODS BANCORP INC,JERSEY SHORE,17740,334,670,3
NATIONAL COMMERCIAL BANKS,6021.0,FIRST UNITED CORP/MD/,OAKLAND,21550,174,1001,0
COMMODITY CONTRACTS BROKERS & DEALERS,6221.0,Invesco CurrencyShares Euro Trust,DOWNERS GROVE,60515,43,380,2
MISCELLANEOUS BUSINESS CREDIT INSTITUTION,6159.0,SWK Holdings Corp,DALLAS,75254,154,341,2
WATER SUPPLY,4941.0,CADIZ INC,LOS ANGELES,90071,358,779,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Zentalis Pharmaceuticals, Inc.",NEW YORK,10018,204,956,0
MISCELLANEOUS PRIMARY METAL PRODUCTS,3390.0,DMC Global Inc.,BROOMFIELD,80021,163,183,2
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,NEVRO CORP,REDWOOD CITY,94065,340,1118,3
PHOTOGRAPHIC EQUIPMENT & SUPPLIES,3861.0,"GoPro, Inc.",SAN MATEO,94402,206,1195,0
INDUSTRIAL ORGANIC CHEMICALS,2860.0,"Origin Materials, Inc.",WEST SACRAMENTO,95605,120,1480,4
REAL ESTATE,6500.0,Advanced Flower Capital Inc.,WEST PALM BEACH,33401,230,1477,0
STATE COMMERCIAL BANKS,6022.0,C & F FINANCIAL CORP,WEST POINT,23181,334,1478,3
BLANK CHECKS,6770.0,"Gores Holdings IX, Inc.",BOULDER,80301,25,157,2
SURETY INSURANCE,6351.0,MBIA INC,PURCHASE,10577,339,1101,3
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"Orchestra BioMed Holdings, Inc.",NEW HOPE,18938,340,949,3
FINANCE SERVICES,6199.0,"CONSUMER PORTFOLIO SERVICES, INC.",IRVINE,92612,86,653,2
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,Beauty Health Co,LONG BEACH,90806,340,773,3
MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,2090.0,MEDIFAST INC,OWINGS MILLS,21117,159,1033,0
MISCELLANEOUS TRANSPORTATION EQUIPMENT,3790.0,Blink Charging Co.,MIAMI BEACH,33139,166,853,0
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,INSEEGO CORP.,SAN DIEGO,92121,44,1187,4
BLANK CHECKS,6770.0,"iLearningEngines, Inc.",WESTON,2493,25,1496,4
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Kodiak Sciences Inc.,PALO ALTO,94304,22,1043,4
METAL MINING,1000.0,Dakota Gold Corp.,LEAD,57754,147,735,0
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,AMJ Global Technology,STUDIO CITY,91604,285,1316,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Gossamer Bio, Inc.",SAN DIEGO,92121,204,1187,0
"CUTLERY, HANDTOOLS & GENERAL HARDWARE",3420.0,EASTERN CO,SHELTON,6484,58,1242,4
NATIONAL COMMERCIAL BANKS,6021.0,"HAWTHORN BANCSHARES, INC.",JEFFERSON CITY,65101,174,665,0
PHARMACEUTICAL PREPARATIONS,2834.0,"Fulcrum Therapeutics, Inc.",CAMBRIDGE,2139,204,208,1
"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065.0,"RICHARDSON ELECTRONICS, LTD.",LAFOX,60147,369,711,3
SERVICES-HEALTH SERVICES,8000.0,P3 Health Partners Inc.,CHICAGO,60612-1577,298,272,1
AIRCRAFT ENGINES & ENGINE PARTS,3724.0,TAT TECHNOLOGIES LTD,GEDERA ISRAEL,70750,13,513,2
MOTOR VEHICLES & PASSENGER CAR BODIES,3711.0,Nikola Corp,PHOENIX,85040,171,1067,0
SERVICES-PREPACKAGED SOFTWARE,7372.0,KALTURA INC,NEW YORK,10003,319,956,3
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,MediWound Ltd.,YAVNE,8122745,142,1543,0
"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823.0,"Senseonics Holdings, Inc.",GERMANTOWN,20876,119,518,2
DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,4412.0,Seanergy Maritime Holdings Corp.,ATHENS,16674,60,59,2
ELECTRICAL INDUSTRIAL APPARATUS,3620.0,FUELCELL ENERGY INC,DANBURY,6813,70,345,2
SEMICONDUCTORS & RELATED DEVICES,3674.0,Valens Semiconductor Ltd.,"HOD HASHARON, 4501309",0,273,618,1
"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036.0,"ESSA Bancorp, Inc.",STROUDSBURG,18360,267,1314,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"Paysign, Inc.",HENDERSON,89052,280,598,1
MOTOR VEHICLE PARTS & ACCESSORIES,3714.0,"Aeva Technologies, Inc.",MOUNTAIN VIEW,94043,170,908,0
CRUDE PETROLEUM & NATURAL GAS,1311.0,GRAN TIERRA ENERGY INC.,CALGARY,T2G 1A6,56,198,2
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,"TruBridge, Inc.",MOBILE,36695,285,882,3
FINANCE SERVICES,6199.0,Prairie Operating Co.,PARK CITY,84098,86,1051,4
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,"Electromed, Inc.",NEW PRAGUE,56071,72,951,4
DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,4412.0,SEACOR Marine Holdings Inc.,HOUSTON,77079,60,635,2
PHARMACEUTICAL PREPARATIONS,2834.0,"Corbus Pharmaceuticals Holdings, Inc.",NORWOOD,2062,204,993,0
"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",1623.0,Energy Services of America CORP,HUNTINGTON,25701,360,642,3
SERVICES-HELP SUPPLY SERVICES,7363.0,"HireQuest, Inc.",GOOSE CREEK,29445,299,534,1
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,NeuroPace Inc,MOUNTAIN VIEW,94043,340,908,3
RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663.0,BlackSky Technology Inc.,HERNDON,20171,224,600,1
PHARMACEUTICAL PREPARATIONS,2834.0,"Eledon Pharmaceuticals, Inc.",IRVINE,92612,204,653,1
STATE COMMERCIAL BANKS,6022.0,FIRST NATIONAL CORP /VA/,STRASBURG,22657,334,1313,3
MOTOR VEHICLE PARTS & ACCESSORIES,3714.0,STONERIDGE INC,NOVI,48377,170,995,0
AGRICULTURAL PRODUCTION-CROPS,100.0,"ALICO, INC.","FT. MYERS,",33913,5,503,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Cellectis S.A.,"PARIS, LLE-DE-FRANCE",75013,22,1050,4
REAL ESTATE INVESTMENT TRUSTS,6798.0,Seven Hills Realty Trust,NEWTON,2458,232,965,0
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Adaptimmune Therapeutics PLC,"ABINGDON, OXFORDSHIRE",OX14 4RX,22,12,2
PHARMACEUTICAL PREPARATIONS,2834.0,DiaMedica Therapeutics Inc.,MINNEAPOLIS,55305,204,875,0
SERVICES-PREPACKAGED SOFTWARE,7372.0,Perfect Corp.,NEW TAIPEI CITY,231,319,953,3
REAL ESTATE INVESTMENT TRUSTS,6798.0,FRANKLIN STREET PROPERTIES CORP /MA/,WAKEFIELD,1880,232,1431,0
LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES),6552.0,STRATUS PROPERTIES INC,AUSTIN,78701,131,68,2
NATIONAL COMMERCIAL BANKS,6021.0,NATIONAL BANKSHARES INC,BLACKSBURG,24060,174,138,1
"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036.0,"Provident Bancorp, Inc. /MD/",AMESBURY,1913,267,38,1
"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",3812.0,"APPLIED ENERGETICS, INC.",TUCSON,85747,269,1381,3
"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035.0,"First Savings Financial Group, Inc.",JEFFERSONVILLE,47130,266,666,1
"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035.0,"Western New England Bancorp, Inc.",WESTFIELD,1085,266,1491,3
STATE COMMERCIAL BANKS,6022.0,First Western Financial Inc,DENVER,80202,334,363,1
"SPORTING & ATHLETIC GOODS, NEC",3949.0,ESCALADE INC,EVANSVILLE,47711,333,447,1
"CONCRETE PRODUCTS, EXCEPT BLOCK & BRICK",3272.0,SMITH MIDLAND CORP,MIDLAND,22728,50,860,4
REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),6531.0,Douglas Elliman Inc.,MIAMI,33137,231,852,0
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,"RumbleOn, Inc.",IRVING,75038,285,654,1
TRANSPORTATION SERVICES,4700.0,"Virgin Galactic Holdings, Inc",TUSTIN,92782,351,1385,3
STATE COMMERCIAL BANKS,6022.0,FIRST COMMUNITY CORP /SC/,LEXINGTON,29072,334,746,3
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,Profound Medical Corp.,MISSISSAUGA,L4W 5K5,340,880,3
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,MOLECULAR PARTNERS AG,Z?RICH-SCHLIEREN,8952,22,1549,4
PHARMACEUTICAL PREPARATIONS,2834.0,"Greenwich LifeSciences, Inc.",STAFFORD,77477,204,1302,0
WHOLESALE-GROCERIES & RELATED PRODUCTS,5140.0,HF Foods Group Inc.,LAS VEGAS,89118,371,729,3
AGRICULTURAL PRODUCTION-CROPS,100.0,Planet 13 Holdings Inc.,LAS VEGAS,89109,5,729,2
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"TSS, Inc.",ROUND ROCK,78664,304,1161,3
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Acumen Pharmaceuticals, Inc.",CHARLOTTESVILLE,22902,22,255,2
HOTELS & MOTELS,7011.0,FULL HOUSE RESORTS INC,LAS VEGAS,89135,110,729,2
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,ACCURAY INC,SUNNYVALE,94089,340,1323,3
PHARMACEUTICAL PREPARATIONS,2834.0,ATAI Life Sciences N.V.,BERLIN,10179,204,122,1
INVESTMENT ADVICE,6282.0,"B. Riley Financial, Inc.",LOS ANGELES,90025,126,779,0
METAL MINING,1000.0,AVINO SILVER & GOLD MINES LTD,VANCOUVER BC CANADA,V6C 3P1,147,1404,0
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Caribou Biosciences, Inc.",BERKELEY,94710,22,119,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Cabaletta Bio, Inc.",PHILADELPHIA,19104,22,1066,4
RETAIL-FAMILY CLOTHING STORES,5651.0,"Childrens Place, Inc.",SECAUCUS,7094,247,1228,0
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,"Ascend Wellness Holdings, Inc.",NEW YORK,10018,142,956,0
PHARMACEUTICAL PREPARATIONS,2834.0,"ATOSSA THERAPEUTICS, INC.",SEATTLE,98104,204,1227,0
BLANK CHECKS,6770.0,SK Growth Opportunities Corp,NEW YORK,10003,25,956,4
BLANK CHECKS,6770.0,Hennessy Capital Investment Corp. VI,WILSON,83014,25,1513,4
GOLD AND SILVER ORES,1040.0,GoldMining Inc.,VANCOUVER,V6E 2Y3,102,1403,4
HOUSEHOLD FURNITURE,2510.0,HOOKER FURNISHINGS Corp,MARTINSVILLE,24115,114,820,4
"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065.0,VOXX International Corp,HAUPPAUGE,11788,369,587,1
SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011.0,"LifeMD, Inc.",NEW YORK,10001,317,956,3
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,SES AI Corp,WOBURN,1801,156,1525,0
SERVICES-PREPACKAGED SOFTWARE,7372.0,"PLAYSTUDIOS, Inc.",LAS VEGAS,89144,319,729,3
CRUDE PETROLEUM & NATURAL GAS,1311.0,EVOLUTION PETROLEUM CORP,HOUSTON,77079,56,635,2
OIL & GAS FIELD MACHINERY & EQUIPMENT,3533.0,"FORUM ENERGY TECHNOLOGIES, INC.",HOUSTON,77064,184,635,0
BLANK CHECKS,6770.0,BurTech Acquisition Corp.,BETHESDA,20814,25,126,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Candel Therapeutics, Inc.",NEEDHAM,2494,22,936,4
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Vaxart, Inc.",SOUTH SAN FRANCISCO,94080,22,1276,4
STATE COMMERCIAL BANKS,6022.0,"HomeStreet, Inc.",SEATTLE,98101,334,1227,3
RETAIL-CATALOG & MAIL-ORDER HOUSES,5961.0,ContextLogic Inc.,SAN FRANCISCO,94104,240,1189,0
"LESSORS OF REAL PROPERTY, NEC",6519.0,Star Holdings,NEW YORK,10036,134,956,0
SEMICONDUCTORS & RELATED DEVICES,3674.0,MAGNACHIP SEMICONDUCTOR Corp,LUXEMBOURG,L-2146,273,789,3
INVESTMENT ADVICE,6282.0,Silvercrest Asset Management Group Inc.,NEW YORK,10019,126,956,0
SERVICES-HELP SUPPLY SERVICES,7363.0,"RCM TECHNOLOGIES, INC.",PENNSAUKEN,08109-4613,299,1058,3
BLANK CHECKS,6770.0,Rigel Resource Acquisition Corp.,NEW YORK,10018,25,956,4
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,Brainsway Ltd.,JERUSALEM,91451,340,671,3
SERVICES-PREPACKAGED SOFTWARE,7372.0,Baijiayun Group Ltd,NANJING,210000,319,925,3
"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",2821.0,Trinseo PLC,WAYNE,19087,209,1459,0
RETAIL-CATALOG & MAIL-ORDER HOUSES,5961.0,"1stdibs.com, Inc.",NEW YORK,10003,240,956,0
SERVICES-EDUCATIONAL SERVICES,8200.0,"CHEGG, INC",SANTA CLARA,95054,291,1202,3
CRUDE PETROLEUM & NATURAL GAS,1311.0,EMPIRE PETROLEUM CORP,TULSA,74114,56,1382,4
PATENT OWNERS & LESSORS,6794.0,JOINT Corp,SCOTTSDALE,85260,199,1224,0
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,"Stereotaxis, Inc.",ST.LOUIS,63101,72,1301,4
BLANK CHECKS,6770.0,Mountain & Co. I Acquisition Corp.,GRAND CAYMAN,KY1-1104,25,535,2
"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577.0,RADCOM LTD,TEL AVIV,69719,48,1341,4
"WHOLESALE-GROCERIES, GENERAL LINE",5141.0,G WILLI FOOD INTERNATIONAL LTD,AZUR ISRAEL,58001,372,71,1
SERVICES-HEALTH SERVICES,8000.0,Longduoduo Co Ltd,HOHHOT,0,298,620,1
HOUSEHOLD AUDIO & VIDEO EQUIPMENT,3651.0,Genasys Inc.,SAN DIEGO,92127,113,1187,4
REAL ESTATE INVESTMENT TRUSTS,6798.0,Ellington Credit Co,OLD GREENWICH,6870,232,1012,0
GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,3560.0,TWIN DISC INC,RACINE,53403,98,1107,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Expensify, Inc.",PORTLAND,97204,319,1089,3
REAL ESTATE INVESTMENT TRUSTS,6798.0,"NorthStar Healthcare Income, Inc.",NEW YORK,10016,232,956,0
"SPECIAL INDUSTRY MACHINERY, NEC",3559.0,"Desktop Metal, Inc.",BURLINGTON,1803,331,192,1
"SPORTING & ATHLETIC GOODS, NEC",3949.0,Clarus Corp,SALT LAKE CITY,84124,333,1183,3
RETAIL-APPAREL & ACCESSORY STORES,5600.0,Citi Trends Inc,SAVANNAH,31408,236,1218,0
IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835.0,"ACHIEVE LIFE SCIENCES, INC.",SEATTLE,98021,116,1227,4
SERVICES-EDUCATIONAL SERVICES,8200.0,Nerdy Inc.,ST. LOUIS,63105,291,1298,3
PHARMACEUTICAL PREPARATIONS,2834.0,Context Therapeutics Inc.,PHILADELPHIA,19103,204,1066,0
